-7.007628208998496755e-02,-4.750001263072895635e-02
4.803687720415505069e+00,-5.294934700104982461e+00
-2.030828171495556167e-01,9.588473875118260770e-01
1.436575993211026414e-01,-5.178539575175388876e+00
7.006042727886363508e-02,1.503206009733197290e-01
-7.352484887925749002e-02,-1.009339367485435623e-01
2.612683360086145434e+00,-2.022722418790032783e+00
2.790709750163141226e-02,1.945471177677354085e-02
7.840673612353966926e-02,8.266630393200774529e-02
-1.994271706922871520e-02,-4.803714551061719629e-01
-5.450115771179147445e-02,-4.776984237920910842e-02
-2.383794277641747339e+00,2.618992570462164715e-01
-3.331947941046581096e+00,-7.130216378243106057e+00
-3.276458121744182939e-02,-2.277304637961956313e-02
-4.000119182296746345e+00,-1.183204113101681498e+00
-4.881768002366277948e+00,-1.228380760362904889e+00
-8.354417727948543941e-04,-6.617955770788064686e-04
-6.354649916061588799e-02,-4.217586488869260603e-02
-6.762223775397294134e-02,-1.681698186002765771e-01
-7.944247875894593081e-02,-7.202895699036568344e-02
